zip,domestic_residential_occupancy,single_family_dwellings,two_unit_residential_structures,three_unit_residential_structures,four_unit_residential_structures,five_unit_residential_structures,six_to_12_unit_residential_structures,more_than_12_unit_residential_structures,combination_residential_commercial_structures,commercial_structures,industrial_structures,grand_total,year,NAME,total_population,white,black,native_american,asian,pacific_islander,other_race,two_or_more_races,pct_white,pct_black,pct_asian,pct_native_american,pct_pacific_islander,pct_other_race,pct_two_or_more_races,debt_per_capita,debt_per_1000_people,median_income,log_debt_per_capita,log_income,pct_nonwhite
60647,1085.52,790755.89,2420600.79,799136.67,512710.79,1.32,155353.07,72607.77,671893.53,2227694.93,208403.58,7860243.86,2023,ZCTA5 60647,85685,53954,5499,571,3924,78,7202,14457,0.6296784734784384,0.0641769271167649,0.04579564684600572,0.00666394351403396,9.103110229328352e-4,0.08405205111746514,0.16872264690435898,91.73418754741203,91734.18754741205,97550,4.529737202289361,11.488120346051257,0.3703215265215616
60649,6010.41,6272042.12,2574773.99,2053666.49,1279852.31,2341.85,1282360.41,4075687.3,927827.81,1175788.26,65.44,19650416.39,2023,ZCTA5 60649,50143,1983,46471,0,240,27,581,841,0.03954689587778952,0.9267694394033066,0.00478631115011068,0,5.384600043874519e-4,0.01158686157589294,0.01677203198851285,391.8875294657281,391887.529465728,39862,5.973523386345066,10.593178768122684,0.9604531041222105
60651,33674.42,4916295.95,8664061.62,2492897.04,1295583.24,0,963788.95,257493.02,1575033.94,1198544.19,53137.38,21450509.75,2023,ZCTA5 60651,65229,11569,35502,756,744,0,9871,6787,0.17735976329546674,0.5442671204525594,0.01140596973738674,0.01158993699121556,0,0.15132839687868893,0.10404881264468258,328.84928099464963,328849.2809946496,48532,5.798635825871596,10.789978653171763,0.8226402367045332
60652,0,8373838.62,172900.67,86845.02,4475.14,0,158788.06,27537.18,94856.31,4467590.18,30532.79,13417363.97,2023,ZCTA5 60652,42223,11203,17581,695,436,0,7799,4509,0.2653293228808943,0.41638443502356537,0.01032612557137105,0.0164602231011534,0,0.18470975534661205,0.10679013807640386,317.773819245435,317773.819245435,76300,5.764481820725211,11.242428217272549,0.7346706771191057
60653,0,1188502.72,568488.03,1055206.28,545339.67,0,353180.71,871132.46,714129.22,476618.38,1185.6,5773783.07,2023,ZCTA5 60653,34364,2359,29282,278,473,7,510,1455,0.06864742172040507,0.852112676056338,0.01376440460947503,0.00808986148294727,2.037015481317658e-4,0.01484111279245722,0.0423408217902456,168.01836427656852,168018.36427656852,35136,5.130007373377923,10.466981524869203,0.931352578279595
60654,0,1199.07,3829.14,-41.37,0,0,0,452.89,13064.49,123919.29,-38402.8,104020.71,2023,ZCTA5 60654,23475,17023,964,34,2282,0,910,2262,0.7251544195953141,0.04106496272630458,0.097209797657082,0.00144834930777422,0,0.03876464323748668,0.09635782747603834,4.431127156549521,4431.127156549521,138279,1.6921466918792558,11.837028662305622,0.2748455804046859
60655,0,2185709.52,81042.67,38898.11,7918.81,0,3530.85,24947.11,23501.13,87839.99,0,2453388.19,2023,ZCTA5 60655,28000,24043,1390,25,274,0,644,1624,0.8586785714285714,0.04964285714285714,0.00978571428571428,8.928571428571428e-4,0,0.023,0.058,87.62100678571429,87621.00678571429,115324,4.48436892641223,11.655500837241668,0.1413214285714286
60656,0,888526.31,51473.29,12010.77,2489.35,0,11124.4,361663.49,416.93,48859.13,0,1376563.67,2023,ZCTA5 60656,29180,21539,1191,130,3346,0,827,2147,0.7381425633995887,0.04081562714187799,0.11466758053461276,0.00445510623714873,0,0.02834132967786155,0.07357779300891021,47.17490301576422,47174.90301576422,82992,3.874838201133157,11.32649949659118,0.2618574366004113
60657,0,98230.16,181467.13,128522.69,148211.08,0,3791.95,51802.9,177177.42,124634.99,6496.58,920334.9,2023,ZCTA5 60657,71192,57548,2720,68,4711,88,1529,4528,0.8083492527250253,0.03820654006068098,0.0661731655242162,9.551635015170244e-4,0.00123609394313967,0.02147713226205191,0.06360265198336892,12.927504494887064,12927.504494887064,105428,2.6338656256474478,11.565783534458408,0.19165074727497466
60659,102.07,654265.87,534957.08,380407.38,103436.28,0,165120.13,164804.52,99795.28,176339.46,11426.7,2290654.77,2023,ZCTA5 60659,42621,19216,3609,794,11547,15,2625,4815,0.4508575584805613,0.08467656788906877,0.270922784542831,0.01862931418784167,3.5193918490884773e-4,0.06158935735904836,0.11297247835574012,53.74474484409094,53744.744844090936,64202,4.002681379506981,11.069789641840794,0.5491424415194387
60660,0,185867.97,196407.61,55135.04,157282.05,0,106049.81,268176.23,63572.52,127034.69,-389.78,1159136.14,2023,ZCTA5 60660,42895,23107,6252,95,6525,108,1975,4833,0.5386874927147686,0.1457512530597972,0.15211563119244667,0.00221471033920037,0.00251777596456463,0.04604266231495512,0.1126704744142674,27.022639934724324,27022.639934724324,63596,3.333012752556612,11.0603058542686,0.46131250728523143
60661,0,0,0,126.5,0,0,127.16,2736.42,284.07,1232.82,20615.17,25122.14,2023,ZCTA5 60661,11513,7199,467,0,2896,0,193,758,0.6252931468774429,0.04056284200469035,0.25154173542951447,0,0,0.01676365847303048,0.0658386172153218,2.18206722835056,2182.06722835056,139748,1.157531057395287,11.847596079644813,0.37470685312255714
60706,0,0,0,0,0,0,0,0,0,0,0,0,2023,ZCTA5 60706,24233,19410,206,76,2042,0,1517,982,0.8009738785953039,0.00850080468782239,0.0842652581190938,0.00313621920521602,0,0.06260058597779887,0.04052325341476499,0,0,81678,0,11.310539966740528,0.1990261214046961
60707,0,1322905.7,310050.27,94370.16,47297.95,0,5707.42,1885.04,22305.14,102788.56,-3954.31,1903355.93,2023,ZCTA5 60707,40845,25213,2909,198,1395,0,6748,4382,0.6172848573876851,0.0712204676214959,0.03415350716121924,0.00484759456481821,0,0.16520994001713796,0.10728363324764352,46.59948414738646,46599.484147386465,76343,3.862821923938871,11.242991623404993,0.3827151426123149
60712,0,0,0,0,0,0,0,0,0,0,0,0,2023,ZCTA5 60712,13268,8924,466,7,3046,0,155,670,0.6725957190232138,0.03512209828157974,0.22957491709375943,5.275851673198674e-4,0,0.0116822429906542,0.05049743744347301,0,0,99390,0,11.506806783962052,0.3274042809767862
60714,0,0,0,0,0,0,0,0,0,0,0,0,2023,ZCTA5 60714,30857,20476,641,198,6627,20,888,2007,0.6635771461904916,0.02077324432057556,0.21476488317075543,0.00641669637359432,6.481511488479113e-4,0.02877791100884726,0.06504196778688791,0,0,76052,0,11.239172595829476,0.3364228538095084
60803,0,0,0,0,0,0,0,0,0,0,0,0,2023,ZCTA5 60803,22198,13740,4606,195,356,0,1575,1726,0.6189746824038201,0.20749617082620056,0.016037480854131,0.00878457518695378,0,0.07095233804847284,0.07775475268042166,0,0,62992,0,11.050763013183518,0.38102531759617986
60804,0,0,0,0,0,0,0,0,0,0,183.27,183.27,2023,ZCTA5 60804,84189,20624,3045,1008,463,7,47596,11446,0.2449726211262754,0.03616862060364181,0.00549953081756524,0.01197306061361935,8.314625426124553e-5,0.5653470168311775,0.13595600375345948,0.00217688771692263,2.176887716922639,64325,0.0021745217298931156,11.071703637149945,0.7550273788737246
60805,0,0,0,0,0,0,0,0,0,0,0,0,2023,ZCTA5 60805,19730,12317,4551,33,468,0,664,1697,0.6242777496198683,0.2306639635073492,0.02372022301064369,0.00167257982767359,0,0.03365433350228079,0.08601115053218449,0,0,92266,0,11.432430988597913,0.37572225038013174
60827,0,2268392.19,476971.21,0,3771.5,0,19628.22,31226.3,18278.8,96872.79,-116.78,2915024.23,2023,ZCTA5 60827,25538,939,22894,25,15,0,697,968,0.03676873678439971,0.8964680084579841,5.87360012530347e-4,9.78933354217245e-4,0,0.02729266191557678,0.03790429947529172,114.14457788393766,114144.57788393766,35835,4.746188537741093,10.48668034842802,0.9632312632156003
60053,0,0,0,0,0,0,0,0,0,467.76,0,467.76,2024,ZCTA5 60053,24910,14091,387,155,8397,0,538,1342,0.5656764351665997,0.01553592934564431,0.3370935367322361,0.00622240064231232,0,0.02159775190686471,0.05387394620634284,0.0187780008028904,18.778000802890407,102940,0.01860387064590728,11.541901573206745,0.4343235648334003
60601,0,0,0,0,0,0,0,21395.7,0.03,129036.54,104,150536.27,2024,ZCTA5 60601,16398,9364,1076,6,4423,0,503,1026,0.571045249420661,0.06561775826320283,0.26972801561165993,3.658982802780826e-4,0,0.03067447249664593,0.06256860592755215,9.180160385412854,9180.160385412855,121294,2.3204407659504156,11.705972629570251,0.42895475057933896
60602,0,0,0,0,0,0,0,0,0,1246209.94,0,1246209.94,2024,ZCTA5 60602,938,433,32,247,226,0,0,0,0.4616204690831556,0.03411513859275053,0.24093816631130063,0.26332622601279315,0,0,0,1328.582025586354,1328582.0255863538,167617,7.192619905347316,12.029436893867151,0.5383795309168444
60603,0,0,0,0,0,0,0,36152.82,0,142182.59,95826.13,274161.54,2024,ZCTA5 60603,1110,594,70,0,391,0,20,35,0.5351351351351351,0.06306306306306306,0.35225225225225226,0,0,0.01801801801801801,0.03153153153153153,246.99237837837836,246992.37837837837,124888,5.513398013347485,11.735172614636502,0.4648648648648649
60604,0,0,0,0,0,0,0,0,1180.78,332159.88,0,333340.66,2024,ZCTA5 60604,737,546,22,0,136,0,3,30,0.7408412483039348,0.02985074626865671,0.18453188602442333,0,0,0.00407055630936227,0.0407055630936228,452.2939755766621,452293.9755766621,76667,6.1165408677121444,11.247226647053857,0.25915875169606517
60605,0,17936.25,0,0,933.4,0,0,18767.48,3987.02,84385.7,731.31,126741.16,2024,ZCTA5 60605,34314,20359,5210,73,5434,0,795,2443,0.5933146820539721,0.15183307104971733,0.1583610188261351,0.00212741155213615,0,0.02316838608148277,0.0711954304365565,3.693569971440229,3693.569971440229,116462,1.5461934808419238,11.665320318522031,0.4066853179460279
60606,0,0,0,0,0,0,0,0,13806.92,390273.62,1767.08,405847.62,2024,ZCTA5 60606,3513,2103,69,60,1169,0,21,91,0.5986336464560205,0.01964133219470538,0.3327640193566752,0.0170794192997438,0,0.00597779675491033,0.02590378593794477,115.52736122971818,115527.36122971818,133333,4.758126105771312,11.800605037418885,0.40136635354397954
60607,0,61559.16,110639.56,31046.08,25103.85,10486.44,28680.55,51899.27,131767.75,479663.16,289628.75,1220474.57,2024,ZCTA5 60607,28797,16000,3350,73,6577,88,989,1720,0.5556134319547175,0.11633156231551896,0.2283918463728861,0.00253498628329339,0.00305587387575094,0.03434385526270098,0.05972844393513213,42.382004028197386,42382.004028197385,119500,3.770044701385559,11.691071650353702,0.44438656804528254
60608,4484.52,1126569.14,1943473.14,1128512.32,1265072.22,5652.98,199294.14,28858.54,1811805.32,770321.44,269926.42,8553970.18,2024,ZCTA5 60608,82749,27555,14143,754,11715,0,18602,9980,0.3329949606641772,0.17091445213839443,0.14157270782728493,0.00911189259084701,0,0.22480029970150697,0.12060568707778946,103.37249006030284,103372.49006030284,66821,4.647966135555438,11.109772681377931,0.6670050393358228
60609,3834.86,6422913.05,11439820.34,5047942.39,3608664.38,0,201459.59,112488.67,3431625.23,1994831.86,312765.19,32576345.56,2024,ZCTA5 60609,63241,19833,14332,775,3751,54,17304,7192,0.3136098417166079,0.22662513242991095,0.05931278759032905,0.01225470817982005,8.53876440916494e-4,0.2736199617336854,0.11372369190873008,515.1143334229376,515114.33342293766,47209,6.24632831733818,10.762339831363015,0.6863901582833921
60610,92241.04,72625.5,4649.68,74061.88,5815,0,19618.2,39368.54,307891.51,153604.86,29370.03,799246.24,2024,ZCTA5 60610,42904,30791,4682,429,4339,8,389,2266,0.7176720119336193,0.10912735409285848,0.10113276151407792,0.00999906768599664,1.8646280067126608e-4,0.00906675368264031,0.05281558829013612,18.628711542047363,18628.711542047364,106277,2.9769933689485906,11.573804172151302,0.2823279880663807
60611,0,14326.78,187.9,0,0,0,2918.55,904498.48,16828.86,113626.93,0,1052387.5,2024,ZCTA5 60611,35247,23195,1254,29,8400,0,838,1531,0.6580701903708117,0.03557749595710273,0.2383181547365733,8.227650580191222e-4,0,0.02377507305586291,0.04343632082163021,29.85750560331376,29857.50560331376,126812,3.4293800142227004,11.750460953731418,0.3419298096291883
60612,160,1386722.98,3357557.66,2415456.94,1028302.04,185.83,418161.01,110508.44,731336.52,1397933.44,169928.51,11016253.37,2024,ZCTA5 60612,34459,9350,19116,208,1454,13,2087,2231,0.2713369511593488,0.5547462201456804,0.04219507240488696,0.00603615891349139,3.772599320932122e-4,0.06056472909834876,0.06474360834615049,319.69161525290923,319691.61525290925,58858,5.770479961215159,10.982883042277106,0.7286630488406511
60613,0,142582.84,239186.54,200629.17,70249.56,0,28420.56,59173.06,46558.53,189846.78,442.37,977089.41,2024,ZCTA5 60613,51961,38932,3273,214,4363,7,1661,3511,0.7492542483785917,0.06298954985469872,0.0839668212697985,0.00411847347048748,1.347164219318335e-4,0.03196628240411078,0.06756990820038106,18.804284174669466,18804.284174669465,92238,2.985898286753399,11.432127472140655,0.25074575162140833
60614,11.92,576370.08,183436.08,254919.42,122230.89,477.84,64132.54,22015.37,166057.2,126282.69,123904.2,1639838.23,2024,ZCTA5 60614,71701,59085,2664,32,4815,7,1535,3563,0.8240470844200221,0.03715429352449757,0.06715387512029121,4.462978201140849e-4,9.762764814995606e-5,0.02140834855859751,0.04969247290832764,22.870507105898103,22870.5071058981,135364,3.172643684611802,11.815722725230856,0.17595291557997794
60615,11324.74,1240933.63,392122.85,736297.69,590423.42,0,617765.97,1153802.05,160656.43,177768.39,3093.5,5084188.67,2024,ZCTA5 60615,42780,12515,23118,50,3545,0,634,2918,0.2925432445067789,0.5403927068723703,0.08286582515194016,0.00116877045348293,0,0.01482000935016362,0.06820944366526414,118.8449899485741,118844.98994857408,56518,4.786199157324735,10.9423144504682,0.7074567554932212
60616,0,254949.93,302929.19,207098.38,263103.83,0,38778.03,710596.06,204084.61,1284407.76,82753.92,3348701.71,2024,ZCTA5 60616,52707,16764,13206,546,18720,61,1222,2188,0.3180602197051625,0.25055495474984346,0.35517103989982357,0.01035915533041152,0.0011573415295881,0.02318477621568292,0.04151251256948792,63.53428785550307,63534.28785550307,72326,4.167196677214303,11.188938956226457,0.6819397802948375
60617,10643.05,23248539.25,10583981.25,3354245.27,2462404.68,0,286846.97,249028.55,3770598.87,1208156.19,155534.92,45329979,2024,ZCTA5 60617,83188,17654,45463,895,330,20,12604,6222,0.21221810838101648,0.5465091118911382,0.00396691830552483,0.01075876328316584,2.404192912439294e-4,0.15151223734192432,0.07479444150598644,544.9100711641103,544910.0711641102,51203,6.302454257351939,10.843553403061053,0.7877818916189835
60618,611.28,1378664.63,2368534.05,1124858.15,259421.57,0,47786.94,48588.86,596949.97,18974274.15,178536.35,24978225.95,2024,ZCTA5 60618,92235,56478,2621,338,6553,159,13300,12786,0.6123272076760449,0.02841654469561446,0.07104678267468965,0.0036645525017618,0.00172385753781102,0.1441968883829349,0.1386241665311433,270.81071122675775,270810.71122675773,100976,5.605105909427516,11.52263814382402,0.38767279232395513
60619,2749.1,20476074.06,11417868,3379802.9,1899783.15,19225.18,1741618.27,3069670.5,2324352.8,2455187.79,337465.26,47123797.01,2024,ZCTA5 60619,60443,827,56610,174,145,1,1023,1663,0.01368231226113859,0.9365848816240094,0.00239895438677762,0.00287874526413315,1.6544513012259483e-5,0.01692503681154145,0.02751352513938752,779.6402728190195,779640.2728190195,42802,6.660114445548686,10.664340109450086,0.9863176877388614
60620,4624.05,21696947.95,10115771.48,2335479.68,2076305.39,0,1431493.69,1506129.92,2135908.31,3054764.79,503945.54,44861370.8,2024,ZCTA5 60620,68330,1210,64102,196,502,0,1154,1166,0.01770818088687253,0.9381238109176058,0.00734669983901653,0.0028684326064686,0,0.01688862871359578,0.0170642470364408,656.5398917020342,656539.8917020342,46472,6.4885054340016275,10.746605259672368,0.9822918191131275
60621,25054.3,10399162.19,24885221.55,5617395.55,4172369.59,0,1180599.99,1770724.95,1559067.87,1575195.22,13750.97,51198542.18,2024,ZCTA5 60621,26997,742,24980,29,167,0,522,557,0.02748453531873912,0.9252879949624032,0.00618587250435233,0.0010741934288995,0,0.01933548172019113,0.02063192206541467,1896.4530199651813,1896453.0199651816,30163,7.5482677500516475,10.314371286671152,0.9725154646812609
60622,10684.27,351277.31,771504.49,1141770.22,570041.07,0,118672.65,54588.55,627642.93,376823.07,72893.09,4095897.65,2024,ZCTA5 60622,53944,39242,3341,72,2779,21,2758,5731,0.7274581047011716,0.06193459884324485,0.05151638736467447,0.00133471748479905,3.892925997330565e-4,0.05112709476494142,0.10623980424143556,75.92869735281032,75928.69735281031,119134,4.3428789844379745,11.688004188994599,0.27254189529882844
60623,1388.86,4429535.84,11432578.67,8964461.81,3422335,0,1599447.36,998069.12,2423392.62,1300959.93,964698.6,35536867.81,2024,ZCTA5 60623,76611,19306,20720,919,471,32,21356,13807,0.25200036548276356,0.27045724504314,0.00614794220151153,0.0119956664186605,4.176945869392124e-4,0.27875892495855686,0.1802221613084283,463.8611662816045,463861.1662816045,37814,6.141738793870981,10.540434683407874,0.7479996345172364
60624,3365.91,3047253.28,10491186.93,6021770.39,2168328.39,0,816071.92,1275672.63,805704.46,1201805.9,319366.4,26150526.21,2024,ZCTA5 60624,35664,1950,30775,9,235,0,2076,619,0.05467698519515478,0.8629149842978915,0.00658927770300583,2.5235531628532975e-4,0,0.05820995962314939,0.01735643786451323,733.2471458613728,733247.1458613728,31768,6.5988456829228905,10.366214772811087,0.9453230148048453
60625,0,730044.81,1162047.5,419528.89,184197.31,0,67709.87,370086.99,257208.74,384756.77,16096.8,3591677.68,2024,ZCTA5 60625,80296,43243,3571,827,11648,1,8834,12172,0.538544883929461,0.04447295008468666,0.14506326591611038,0.01029939224867988,1.2453920494171563e-5,0.1100179336455116,0.1515891202550563,44.730468267410586,44730.468267410586,83527,3.8227647774472024,11.33292521186495,0.461455116070539
60626,0,592015.92,298192.33,101103.05,22194.61,0,146084.52,699640.46,208936.77,144119.78,19551.8,2231839.24,2024,ZCTA5 60626,50135,25725,12057,418,3157,0,4167,4611,0.5131145906053655,0.24049067517702205,0.06296998105116186,0.0083374887802932,0,0.08311558791263589,0.09197167647352147,44.516590006981154,44516.590006981154,56145,3.81807687503886,10.935692909006638,0.48688540939463454
60628,3293.05,41276564.6,19316191.83,2535548.22,2027984.48,0,920888.7,1015525.41,2494746.33,2629296.37,96858.62,72316897.61,2024,ZCTA5 60628,61419,2458,56319,56,60,0,1157,1369,0.0400201891922695,0.9169638059883748,9.768964001367654e-4,9.117699734609812e-4,0,0.01883781891597063,0.0222895195297872,1177.4352824044677,1177435.2824044677,48601,7.071942805640854,10.791399385808587,0.9599798108077305
60629,29435.42,12748615.29,7197076.06,1314868.18,1064116.29,0,1273648.27,383082.58,1099583.83,1151184.92,17500.47,26279111.31,2024,ZCTA5 60629,108997,35471,18584,2514,924,208,32331,18965,0.3254309751644541,0.17050010550749103,0.00847729754029927,0.02306485499600906,0.00190830940301109,0.29662284283053664,0.17399561455819884,241.09940007523144,241099.40007523145,53318,5.489348385936942,10.884029264211806,0.6745690248355459
60630,0,2079778.93,1331419.94,231507.44,88541.8,0,66238.88,1598.96,127798.84,174304.88,2574.2,4103763.87,2024,ZCTA5 60630,55295,35013,1209,237,7188,44,5853,5751,0.6332037254724658,0.02186454471471199,0.1299936703137716,0.00428610181752418,7.957319830002713e-4,0.10585043855683154,0.10400578714169456,74.21582186454472,74215.82186454472,91135,4.320361605960324,11.420097202659035,0.36679627452753416
60631,2584.73,1298172.83,64203.29,36380.71,5188.93,0,46288.88,5378.4,18853.87,60444.32,216,1537711.96,2024,ZCTA5 60631,30418,24585,406,26,1303,0,1529,2569,0.8082385429679795,0.01334736011572095,0.04283647840094681,8.547570517456769e-4,0,0.05026628969689,0.08445657176671707,50.552697744756394,50552.69774475639,112974,3.94260454167866,11.634912982724483,0.19176145703202052
60632,14332.33,3520439.66,4726840.07,1124999.86,328900,0,61909.67,9591.22,550730.98,1336827.87,190149.88,11864721.54,2024,ZCTA5 60632,86372,33023,1310,1350,6011,128,27783,16767,0.3823345528643542,0.01516695225304496,0.06959431297179641,0.01563006529893947,0.0014819617468624,0.3216667438521743,0.19412541101282824,137.3676832769879,137367.6832769879,53966,4.9299145135837525,10.896109497616806,0.6176654471356458
60633,0,1310537.67,381264.32,29411.13,14035.23,0,20070.31,0,121776.63,135284.23,1815.5,2014195.02,2024,ZCTA5 60633,12440,5143,3879,15,68,0,2414,921,0.4134244372990354,0.3118167202572347,0.00546623794212218,0.00120578778135048,0,0.19405144694533763,0.07403536977491962,161.91278295819936,161912.78295819936,54956,5.093214983727573,10.914288144043839,0.5865755627009646
60634,1464.25,4655513.44,1116530.6,210791.03,57550.8,0,88528.73,0.42,291974.12,344279.77,0,6766633.16,2024,ZCTA5 60634,75873,45878,2308,1072,4441,27,13623,8524,0.6046683273364701,0.03041925322578519,0.05853202061339343,0.01412887324871825,3.558578150330157e-4,0.17955003756276935,0.1123456301978306,89.1836774610204,89183.6774610204,82771,4.5018484512812575,11.323833037478561,0.39533167266352987
60636,425131.72,19894073.05,18727478.64,3743794.99,1831242.25,0,592450.94,383517.19,1909809.03,1572569.2,44658.95,49124725.96,2024,ZCTA5 60636,29833,1346,23494,279,84,65,2879,1686,0.0451178225455033,0.7875171789628934,0.00281567391814433,0.00935205979955083,0.00217879529380216,0.09650387155163744,0.05651459792846847,1646.657257399524,1646657.257399524,30451,7.407109713960713,10.323874113321294,0.9548821774544967
60637,0,3668393.2,6403663.69,3871143.16,2541997.3,47.78,1419130.66,1718660.13,808113.66,5098653.79,4407.16,25534210.53,2024,ZCTA5 60637,51145,8215,37004,232,2628,0,1332,1734,0.16062176165803108,0.7235115847101379,0.05138332192785219,0.00453612278815133,0,0.02604360152507576,0.03390360739075179,499.2513545801154,499251.3545801154,37247,6.215110681266505,10.525326683651683,0.8393782383419689
60638,222.24,4719414.06,442517.35,232188.51,35696.48,0,76743.91,0,48425.64,181996.95,29262.3,5766467.44,2024,ZCTA5 60638,57799,34821,1411,1042,468,41,10348,9668,0.6024498693749026,0.02441218706205989,0.00809702590010207,0.01802799356390249,7.093548331286009e-4,0.1790342393467015,0.16726932991920276,99.76759874738318,99767.59874738318,85374,4.612816862965854,11.354796883773746,0.39755013062509736
60639,271.19,3837722.14,5507057.04,1330755.82,378487.27,0,157451.99,22451.09,1370994.83,778623.62,194560.15,13578375.14,2024,ZCTA5 60639,85248,27485,12212,893,1652,11,28831,14164,0.322412256006006,0.14325262762762764,0.01937875375375375,0.01047531906906906,1.2903528528528528e-4,0.3382014827327327,0.16615052552552553,159.28086453641143,159280.86453641142,54969,5.07692767966662,10.914524668948285,0.677587743993994
60640,420.54,268581.37,225756.55,65344.82,170612.41,0,53010.93,383850.47,114558.81,869007.81,3923.07,2155066.78,2024,ZCTA5 60640,67317,41036,11998,218,6387,17,2554,5107,0.6095934162247277,0.17823135315002153,0.09487945095592495,0.00323840931711157,2.5253650638026057e-4,0.0379398963114815,0.07586493753435239,32.01370797866809,32013.707978668088,69397,3.4969228685075433,11.147598917894847,0.39040658377527226
60641,6296.13,2452791.87,2053931.27,322382.3,211694.74,0,103631.14,266421.7,244638.69,340435.57,268762.7,6270986.11,2024,ZCTA5 60641,68968,35157,2149,595,3697,27,15902,11441,0.5097581487066466,0.03115937826238255,0.05360457023547152,0.00862718942118083,3.914859065073657e-4,0.2305706994548196,0.16588852801299153,90.92602525809072,90926.02525809073,79884,4.520984180327105,11.288330861388705,0.4902418512933534
60642,0,116941.44,59837.52,69677.35,115090.93,0,135405.03,25177.34,278350.96,106892.61,65810.63,973183.81,2024,ZCTA5 60642,21444,14913,2117,18,1540,0,974,1882,0.6954392837157247,0.09872225331094946,0.07181495989554187,8.393956351426973e-4,0,0.04542063047938817,0.08776347696325312,45.38256901697445,45382.56901697445,137853,3.8369237209137883,11.833943179000773,0.3045607162842753
60643,13620.11,19066707.21,2551906.45,442987.68,289113.43,0,228747.58,146926.42,578212.05,979710.92,19963.07,24317894.92,2024,ZCTA5 60643,48270,11188,33996,61,315,23,320,2367,0.2317795732338927,0.7042883778744562,0.00652579241765071,0.00126372488087839,4.7648643049512e-4,0.00662937642428009,0.0490366687383468,503.7889977211519,503788.99772115186,80461,6.224140515666883,11.295527873962465,0.7682204267661072
60644,10019.99,6070383.33,9549787.34,2668487.32,1309529.18,0,636970.79,2011205,1526447.06,854840.23,57003.21,24694673.45,2024,ZCTA5 60644,49445,2886,40643,372,432,21,2188,2903,0.05836788350692689,0.8219840226514309,0.00873698048336535,0.00752351097178683,4.2471432905248255e-4,0.04425118818889675,0.0587116998685408,499.43722216604306,499437.22216604307,34177,6.215482160650569,10.439308182191418,0.9416321164930731
60645,0,1084891.25,357067.06,341994.97,312083.7,0,94708.98,636645.46,116674.46,100382.36,18195.72,3062643.96,2024,ZCTA5 60645,48692,23234,6892,137,6903,2,5744,5780,0.4771625729072538,0.14154275856403517,0.14176866836441304,0.00281360387743366,4.1074509159615545e-5,0.11796599030641584,0.11870533147128892,62.89829869383061,62898.29869383061,73726,4.1572927365193575,11.208110797511461,0.5228374270927463
60646,14926.57,1401057.22,239701.64,17740.36,7477.91,0,3999.46,14157.24,17584.41,247084.35,2332.27,1966061.43,2024,ZCTA5 60646,28770,22446,190,13,3503,0,992,1626,0.7801876955161626,0.00660410149461244,0.12175877650330204,4.518595759471672e-4,0,0.03448036148766076,0.05651720542231491,68.33720646506778,68337.20646506778,112283,4.2389816519498975,11.628777749035867,0.21981230448383737
60647,26209.9,1143171.97,2743843.3,848413.51,510950.78,0.6,148017.21,97248.44,1010289.38,457079.5,84509.58,7069734.17,2024,ZCTA5 60647,85685,53954,5499,571,3924,78,7202,14457,0.6296784734784384,0.0641769271167649,0.04579564684600572,0.00666394351403396,9.103110229328352e-4,0.08405205111746514,0.16872264690435898,82.50842236097333,82508.42236097333,97550,4.4249474933686,11.488120346051257,0.3703215265215616
60649,2818.74,7274409.86,2800760.71,2412813.04,1232732.82,0,1243432.49,5011401.45,981301.85,2215574.99,1853.93,23177099.88,2024,ZCTA5 60649,50143,1983,46471,0,240,27,581,841,0.03954689587778952,0.9267694394033066,0.00478631115011068,0,5.384600043874519e-4,0.01158686157589294,0.01677203198851285,462.2200482619707,462220.04826197075,39862,6.138202207407572,10.593178768122684,0.9604531041222105
60651,49770.41,5490435.87,9412775.96,2587274.72,1342275.78,0,961834.71,160506.58,1756585.97,1233419.6,201591.15,23196470.75,2024,ZCTA5 60651,65229,11569,35502,756,744,0,9871,6787,0.17735976329546674,0.5442671204525594,0.01140596973738674,0.01158993699121556,0,0.15132839687868893,0.10404881264468258,355.61591853316776,355615.91853316774,48532,5.876659344177999,10.789978653171763,0.8226402367045332
60652,0,9442172.12,204483.94,77729.64,14997.34,0,147141.32,77376.8,43907.72,287390.36,0,10295199.24,2024,ZCTA5 60652,42223,11203,17581,695,436,0,7799,4509,0.2653293228808943,0.41638443502356537,0.01032612557137105,0.0164602231011534,0,0.18470975534661205,0.10679013807640386,243.8291746204675,243829.1746204675,76300,5.500560720908303,11.242428217272549,0.7346706771191057
60653,0,1410435.14,789455.36,1083705.63,633781.63,0,792071.81,850034.76,712123.68,291340.7,17400.71,6580349.42,2024,ZCTA5 60653,34364,2359,29282,278,473,7,510,1455,0.06864742172040507,0.852112676056338,0.01376440460947503,0.00808986148294727,2.037015481317658e-4,0.01484111279245722,0.0423408217902456,191.48962344313816,191489.62344313817,35136,5.260042248083466,10.466981524869203,0.931352578279595
60654,0,107997.88,38,428.24,0,0,0,13367.54,539398.79,258863.28,9865.93,929959.66,2024,ZCTA5 60654,23475,17023,964,34,2282,0,910,2262,0.7251544195953141,0.04106496272630458,0.097209797657082,0.00144834930777422,0,0.03876464323748668,0.09635782747603834,39.61489499467519,39614.89499467519,138279,3.7041348711167164,11.837028662305622,0.2748455804046859
